IDAudienciaReunion;Cut;Nombre_Institucion;IDORPortal_Institucion;Nombre_Comuna;Nombre_TiposForma;FechaInicio_Audiencia;DuracionMinuto_Audiencia;Lugar_Audiencia;ObservacionesMateria_Audiencia;Descripcion_Materia
638;1;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;Sin Información;Presencial;2015-01-15 00:00:00;60;MAC-IVER 541 3º PISO;Telemedicina en Oftalmología?1.?Revisión presentación Dr. Vidal (Secretario de la Sociedad de Oftalmología).?a.?Falta de Especialistas en Chile: una de las líneas de respuesta del Minsal es el desarrollo de Telemedicina Oftalmológica: solicitan regular su implementación y funcionamiento.?b.?Existe falta de cámaras no midriáticas y personal para la toma del examen en la red pública.?c.?Dra. Azocar: manifiesta que todos los pacientes debieran ser visto por oftalmólogo posteriormente?d.?Dra. Siches: El Colegio Médico considera que la tecnología es un avance, hay que resguardar la seguridad de los médicos y pacientes  en aquellos lugares donde este screening no se pueda hacer. Además plantea revisar las Orientaciones Técnicas de la licitación que realiza cada servicio de salud.?e.?Sr. Juan Vielmas: esta tecnología es un gran avance para abarcar y aumentar la cobertura del examen a la población. Los criterios clínicos se darán por las orientaciones Técnicas. Queda claro que la fotoretina es sólo para screening. Existe una mesa de trabajo en Minsal que está evaluando el funcionamiento de las UAPO y estén alineadas las lógicas de la lista de espera y funcionamiento de la red de los servicios de salud (en este equipo técnico participa Dr. Patricio Mesa). La situación actual  de lista de espera de oftalmología en el repositorio nacional es insostenible. Se está trabajando en definir ciertos protocolos de conducta de decisión de las diferentes patologías y además en los operadores de las cámaras.?f.?Dra. Azocar: plantea que existiría una falta de regulación de la aplicación del reglamento de tecnólogos Médicos por optometristas, respecto al ejercicio en el ámbito de lo privado. Además manifiesta su preocupación para continuar avanzando en las revisiones de las guías clínicas de las patologías oftalmológicas que están en el GES.?g.?Dr. Vargas: consulta respecto al compromiso de la ex ministra sobre el fondo asignado a fármacos para tratar Glaucoma en APS. Al respecto, Natalia Dinamarca, profesional de DIVAP encargada de las UAPO, informa que están en proceso de licitación los fármacos de acuerdo al arsenal farmacológico informado y revisado por la propia sociedad chilena de oftalmólogos. Finalmente Dr. Vargas   informa que este año la semana mundial del Glaucoma será entre el 09 y 15 de marzo del 2015, por lo que desde ya invitan al Minsal a desarrollar en conjunto una actividad comunicacional, como todos los años.??ACUERDOS Y COMPROMISOS?Nro.?Descripción de acuerdo / compromiso?Fecha Comprometida?Responsable?1?Continuar trabajando con la Sociedad chilena de oftalmología en las diferentes instancias de coordinación?De acuerdo a mesa de trabajo DIGERA – APS – Salud Pública?Dra. Ana García?2?Sociedad Chilena de Oftalmología debe solicitar patrocinio al MINSAL para la semana del Glaucoma?Fines de enero 2015?Dra. Azocar;Ninguna de las anteriores.
639;1;SUBSECRETARÍA DE TURISMO;AH011;Sin Información;Presencial;2015-01-29 00:00:00;60;Oficina ProChile Madrid?Velázquez Nº 80, 1º izquierda 28001 – Madrid;-Establecer contacto con Javiera Montes, Subsecretaria de Turismo, para presentar los planes de NH Hotel Group en Colombia y Chile.?-Conversar sobre el futuro del sector turístico y posibles colaboraciones, así como informarle sobre el plan estratégico de la Compañía en su conjunto.;Ninguna de las anteriores.
640;1;SUBSECRETARÍA DE SALUD PÚBLICA ;AO001;Sin Información;Presencial;2015-01-23 00:00:00;780;Ministerio de Salud 2 piso, con la Dra Andrea Solis;Fundación Médicos S.O.S., a través de un gran grupo de médicos voluntarios, está ejecutando y organizando operativos de salud en zonas aisladas, zonas de catástrofe  y zonas de alta concentración de población vulnerable, en distintos puntos del país. Estamos coordinándonos con la Cruz Roja y el Ejercito. ??Requerimos de apoyo y orientación por parte de la subsecretaría para la coordinación con los distintos organismos de salud públicos en las zonas en donde desplegaremos nuestras intervenciones 2015.;Ninguna de las anteriores.
641;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2014-12-02 00:00:00;60;Oficina  Ministro;Presentacion y exposicion de trabajos realizados en Chile, acerca de nuestra tecnologia de tratamiento de residuo domiciliario de higenizacion de residuos, la cual esta operativa en Madrid con excelentes resultados y que estamos evaluando introducir en Chile ya que calza perfectamente con las politicas ambientales, puesto que da soluciones ambientales (cero emisiones de gases de efecto invernadero, cero olores, cero percolados y reciclaje del 80 al 90% de los residuos), soluciones sociales (mejora la calidad de vida de los ciudadanos) y viable economicamente, ademas de generar Energia Renovable No Convencional.??Para mayor informacion, puede visitar nuestra pagina WEB: www.ecohispanica.es??RESUMEN DE ACTA:   El objetivo de la reunión fue exponer los trabajo que han realizado en Madrid sobre el tratamiento de los residuos domiciliarios y   ver la  posibilidad de  implementarlo en Chile sobre energía renovables.;Ninguna de las anteriores.
642;1;SUBSECRETARÍA DEL INTERIOR;AB001;Sin Información;Video Conferencia;2015-01-07 00:00:00;60;Gabinete  Subsecretario;Queremos hacer entrega al Subsecretario del Interior de una declaración sobre lo que esperamos de una Ley de Extranejría y Migración. ?Ha sido un trabajo conjunto con distintas organizaciones de la sociedad civil y la academia; y que cuenta con la adhesión de organizaciones nacionales e internacionales.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
643;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-15 00:00:00;60;Gabinete Subsecretario, ubicado en San Martín 73, piso 9;Se trató del proyecto que se encuentra en Evaluación Ambiental correspondiente a la Minicentral de Biomasa La Gloria ubicada en la VII Región de 2,9 MW.??Resumen Acta:  La reunión trató acerca del proyecto Minicentral de Biomasa la Gloria en la VII Región, que se encuentra en Evaluación Ambiental.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
644;1;SUBSECRETARIA DEL DEPORTE;BA001;Sin Información;Presencial;2015-01-23 00:00:00;60;OFICINA MINISTRA DEL DEPORTE;DEPORTISTAS ADULTOS MAYORES DE LA COMUNA LA CISTERNA;Ninguna de las anteriores.
645;1;SUBSECRETARÍA DEL INTERIOR;AB001;Sin Información;Presencial;2015-01-20 00:00:00;60;Gabinete Subsecretario;Abordar temas relacionados con procedimientos policiales ante protestas estudiantiles, efectuados al interior de campus universitarios de la UMCE;Ninguna de las anteriores.
646;1;SUBSECRETARÍA DEL INTERIOR;AB001;Sin Información;Presencial;2015-01-20 00:00:00;60;Gabinete  Subsecretario;Contingencia Empresa de Correos de Chile;Ninguna de las anteriores.
647;1;SUBSECRETARÍA DEL INTERIOR;AB001;Sin Información;Presencial;2015-01-21 00:00:00;60;Gabinete Subsecretario;Políticas públicas sobre entorno social de instalaciones energéticas operativas en la región del Biobío;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
648;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-29 00:00:00;60;Oficina de gabinete del Ministro;Tratar aspectos relacionados con el proyecto minero Candelaria.?Acta de reunión:  El objetivo de la reunión poner en conocimiento algunos aspectos  del proceso de evaluación ambiental del proyecto de continuidad operacional de Minera Candelaria.;Ninguna de las anteriores.
649;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-26 00:00:00;60;Gabinete Ministro de OO.PP.?Morandé 59, piso 6;Alza de tarifas tag  Autopistas;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
650;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-27 00:00:00;60;Oficina de gabinete de Ministro;Solicitud de invalidación  de Resolución Exenta N°120/2014?Acta de Reunión: El objetivo de la reunión fue solicitar que  se revisaran  los límites del Santuario de la naturaleza Carlos Anwandter, publicados por Resolución del Ministerio de Medio en febrero del 2014.;Ninguna de las anteriores.
651;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-29 00:00:00;30;Gabinete Ministro, Morandé 59, piso 6;Proyectos de ampliación de establecimientos penitenciarios concesionados del Grupo 1 (Iquique, La Serena, Rancagua).;Celebración, modificación o terminación a cualquier título, de contratos que realicen los sujetos pasivos y que sean necesarios para su funcionamiento.
651;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-29 00:00:00;30;Gabinete Ministro, Morandé 59, piso 6;Proyectos de ampliación de establecimientos penitenciarios concesionados del Grupo 1 (Iquique, La Serena, Rancagua).;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
652;1;SUBSECRETARÍA DE OBRAS PÚBLICAS;AM001;Sin Información;Presencial;2015-01-26 00:00:00;30;Sala Reuniones Ministro?Morandé 59 Piso 6, Santiago.;We wolud like to continue our conversation we started at our meeting at Chilean Embassy in Berlin on 27th of October last year about infraestructure projects in Chile, especially about the type of construction, dimension and time schedule of expected future projects. If possible we would be pleased to acquaint you with our local management.;Ninguna de las anteriores.
653;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-28 00:00:00;60;Gabinete de Ministro;Estatus actual del proyecto Pascua Lama.?Acta de reunión: El objetivo de la reunión fue revisión de antecedentes asociados al proyecto Pascua Lama., 25 quinques, reapertura del proceso sancionatorio que llevará a efecto la SMA. Adicionalmente se aclararon aspectos relacionados a la Ley de protección de Glaciares.;Ninguna de las anteriores.
654;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-26 00:00:00;60;Oficina de gabinete del Ministro;Propuestas de perfeccionamiento del Proyecto de Ley de Fomento al Reciclaje?Acta de reunión: El objetivo de la reunión fue manifestar el comité de pro reciclaje, manifestaron tener un total apoyo a la idea de legislar y apoyar la existencia de la nueva ley y estarán disponibles para trabajar en conjunto los futuros reglamentos de la ley y proyectos pilotos a fines.;Ninguna de las anteriores.
655;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-19 00:00:00;120;Gabinete de oficina de Ministro;Revisión RCA CT 41/200- PARINACOTA, Y RCA MINERA LOS PUMAS?Acta de reunión: Los recurrentes opositores al proyecto y pertenecientes a la Junta de Vigilancia del río LLuta, presentaron sus argumentos técnicos de oposición al proyecto solicitando su  rechazo y consideraciones que deba tener el comité del Ministro cuando se  resuelva. ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ición al proyecto solcitando su  rechazo y consideraciones que deba tener el comité del Ministro cuando resuelva;Ninguna de las anteriores.
656;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-08 00:00:00;60;Gabinete del Sr. Subsecretario del Medio Ambiente;Asistió  compañía canadiense, especialista en proyectos de descontaminación. Entre sus mayores logros se encuentra la gestión afectada en el desastre ecológico de los pozos petroleros de Kuwait, que fueron incendiados durante la retirada del Ejército Iraquí, en la Primera Guerra del Golfo. Esta compañía está interesada en solucionar el problema de contaminación de que fue objeto la bahía de Quinteros y que hasta el día de hoy impide que pequeños pescadores puedan realizar su actividad en esta zona, con el correspondiente perjuicio económico para ellos, además del daño ecológico que se sigue produciendo en esta área??Resumen Acta:  La reunión  versó sobre la presentación de una compañía canadiense, especialista en proyectos de descontaminación. Desarrollarán una propuesta de descontaminación para ser presentada al Ministerio.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
657;1;SUBSECRETARÍA DEL TRABAJO;AL001;Sin Información;Presencial;2015-01-16 00:00:00;60;Gabinete Subsecretaría del Trabajo;Contingencia referente a  empresa de correos de Chile.;Ninguna de las anteriores.
658;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-15 00:00:00;0;Gabinete Subsecretario, ubicado en San Martin 73, piso 9, Santiago;Analizar un prototipo de estufa que Abastible estudia incorporar al mercado como una solución sustentable para reemplazar el uso de leña contaminante en el sur de Chile.??Resumen Acta:  En reunión se presentó un prototipo de estufa que abastible estudia incorporar al mercado como una solución sustentable. Participa junto con la autoridad el jefe División de Calidad del Aire Don Sebastián Tolvett Caro  y profesionales de su equipo.;Ninguna de las anteriores.
659;1;SUBSECRETARÍA DEL MEDIO AMBIENTE;AW002;Sin Información;Presencial;2015-01-09 00:00:00;60;Gabinete Subsecretario del Medio Ambiente, ubicado en San Martin 73, piso 9;La audiencia consistió en una entrevista sobre paneles fotovoltaicos hecha al Subsecretario.??Resumen Acta: La reunión comenzó a las 10:20 horas. Patrica Guitiérrez entrevistó al Subsecretario Marcelo Mena sobre sus proyectos personales respecto de paneles fotovoltaícos. Fundamentalmente acerca de su experiencia  personal y profesional;Ninguna de las anteriores.
660;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-19 00:00:00;60;Gabinete Ministro de Economía, Fomento y Turismo;Actualmente se está tramitando en el Senado un proyecto de ley que modifica la Ley General de Cooperativas. Varios senadores hicieron indicaciones al proyecto, incluyendo al Senador Tuma, que propone una indicación al artículo 4 de la ley, que de aprobarse, ampliaría aún más la exención al impuesto a la renta que le otorgó la reforma tributaria a las operaciones entre una cooperativa y terceros, por cuanto crea una ficción por la cual casi cualquier operación con terceros se considera una operación entre la cooperativa y sus socios (las cuales están exentas de impuesto a la renta). Esto atenta directamente contra la libre competencia.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
661;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-27 00:00:00;60;Gabinete Ministro;La reunión tiene por objeto entregar al señor Ministro dos informes económicos relativos a licitaciones de cuotas de pesca.?El primero, elaborado por don Andrés Gómez-Lobo y don Aldo González, analiza el diseño de dichas licitaciones.?El segundo, elaborado por don Rodrigo Harrison, analiza la relación entre el valor del impuesto específico (art. 43 ter Ley de Pesca)  y el valor de las licitaciones.?Estos informes fueron encargados por Lota Protein S.A. con el objeto de contribuir al éxito de la implementación de estas licitaciones.?A la reunión asistirán también don Aldo González y don Rodrigo Harrison, quienes expondrán brevemente los principales aspectos de sus informes.;Diseño, implementación y evaluación de políticas, planes y programas efectuados por los sujetos pasivos.
661;1;SUBSECRETARÍA DE ECONOMÍA;AH001;Sin Información;Presencial;2015-01-27 00:00:00;60;Gabinete Ministro;La reunión tiene por objeto entregar al señor Ministro dos informes económicos relativos a licitaciones de cuotas de pesca.?El primero, elaborado por don Andrés Gómez-Lobo y don Aldo González, analiza el diseño de dichas licitaciones.?El segundo, elaborado por don Rodrigo Harrison, analiza la relación entre el valor del impuesto específico (art. 43 ter Ley de Pesca)  y el valor de las licitaciones.?Estos informes fueron encargados por Lota Protein S.A. con el objeto de contribuir al éxito de la implementación de estas licitaciones.?A la reunión asistirán también don Aldo González y don Rodrigo Harrison, quienes expondrán brevemente los principales aspectos de sus informes.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
662;1;SUBSECRETARÍA DE BIENES NACIONALES;AQ001;Sin Información;Presencial;2015-01-08 00:00:00;60;Gabinete Subsecretario;Corporación Deportiva Cultural y Social Adulto Mayor Pedro Aguirre Cerda, solicita audiencia con el señor Subsecretario de Bienes Nacionales don Jorge Maldonado Contreras, para tratar tema de solicitud de Bien Nacional de uso público, para construir Sede Social de la Corporación.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
663;1;SUBSECRETARÍA DE BIENES NACIONALES;AQ001;Sin Información;Presencial;2015-01-14 00:00:00;60;Gabinete Subsecretario;Reincorporación al Servicio (Secretaría Regional Ministerial del Maule).;Ninguna de las anteriores.
664;1;SUBSECRETARÍA DE HACIENDA;AE001;Sin Información;Presencial;2015-01-30 00:00:00;60;Teatinos 120 Piso 12;Presentación de iniciativa desarrollada por la Pontificia Universidad Católica de Chile (a través del Centro de Innovación UC y del Centro de Encuestas y Estudios Longitudinales UC) y el Hogar de Cristo, destinada a la constitución de un fondo privado para la lucha contra la pobreza y el desarrollo inclusivo y que podría dar lugar a una iniciativa para la colaboración público-privada.;Ninguna de las anteriores.
665;1;SUBSECRETARÍA DE JUSTICIA;AK001;Sin Información;Presencial;2015-01-15 00:00:00;90;Morandé N°107, piso 3, Gabinete Ministro?Santiago, Región Metropolitana?Realizada entre las 16:16 y las 17:20 horas.;Implementación del sistema de monitoreo telemático;Ninguna de las anteriores.
666;1;SUBSECRETARÍA DE JUSTICIA;AK001;Sin Información;Presencial;2015-01-15 00:00:00;30;Ministerio de Justicia- Morande N° 107 , piso 3, Santiago.;Juzgado de Letras de Con-Con.-;Ninguna de las anteriores.
667;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-15 00:00:00;60;Gabinte Ministra, Palacio de la Moneda?Reunión será lunes 26/01 16:00 hrs.;Dar a conocer a la autoridad la experiencia del representado en la implementación y aplicación de los deberes establecidos para los sujetos activos en la ley N°20.730, que Regula el Lobby, y su reglamento para las autoridades y funcionarios de la Administración del Estado.;Ninguna de las anteriores.
668;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-26 00:00:00;30;Gabinte Ministra, Palacio de la Moneda?Reunión será lunes 26/01 16:00 hrs.;Dar a conocer a la autoridad la experiencia del representado en la implementación y aplicación de los deberes establecidos para los sujetos activos en la ley N°20.730, que Regula el Lobby, y su reglamento para las autoridades y funcionarios de la Administración del Estado.;Ninguna de las anteriores.
669;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-26 00:00:00;30;Gabinete Ministra, Palacio de la Moneda.?Reunión será lunes 26 de enero, 16:00 hrs.,  en conjunto con Gonzalo Cordero de Azerta.;Condiciones de operación practica y aclaraciones acerca de la aplicación de la nueva Ley de Lobby y su respectivo reglamento.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
669;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-26 00:00:00;30;Gabinete Ministra, Palacio de la Moneda.?Reunión será lunes 26 de enero, 16:00 hrs.,  en conjunto con Gonzalo Cordero de Azerta.;Condiciones de operación practica y aclaraciones acerca de la aplicación de la nueva Ley de Lobby y su respectivo reglamento.;Elaboración, tramitación, aprobación, modificación, derogación o rechazo de acuerdos, declaraciones o decisiones del Congreso Nacional o sus miembros incluidas sus comisiones.
670;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-26 00:00:00;30;Gabinete Ministra Rincón, Palacio de la Moneda.?30 minutos de audiencia;Fiden AG, es la Asociación Gremial que agrupa a los Operadores,?Fabricantes e Importadores  de Entretenimientos  Electrónicos.?Fundada en el año 2003,  su objeto es promover la racionalización,?desarrollo y protección de los derechos de sus asociados y del público?que participa de la entretención que ofrecen nuestros asociados.???Queremos por la presente solicitar formalmente a Ud.  una audiencia para darle a conocer personalmente el tenor de la propuesta de regulación elaborada por FIDEN A.G., con la asesoría técnica experta del ex-Superintendente de Casinos, Francisco Javier Leiva.;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
671;1;SUBSECRETARÍA GENERAL DE LA PRESIDENCIA;AF001;Sin Información;Presencial;2015-01-26 00:00:00;30;Reunión con la Ministra Ximena Rincón, en el Palacio de la Moneda.?Sólo 30 minutos de audiencia.;Fiden AG, es la Asociación Gremial que agrupa a los Operadores,?Fabricantes e Importadores  de Entretenimientos  Electrónicos.?Fundada en el año 2003,  su objeto es promover la racionalización,?desarrollo y protección de los derechos de sus asociados y del público?que participa de la entretención que ofrecen nuestros asociados.?Queremos por la presente solicitar formalmente a Ud.  una audiencia para darle a conocer personalmente el tenor de la propuesta de regulación elaborada por FIDEN A.G., con la asesoría técnica experta del ex-Superintendente de Casinos, Francisco Javier Leiva.??Esta propuesta ha sido conversada y  recibida con gran interés por diversas  Autoridades competentes, ha sido entregada y admitida a estudio por el Ministerio de Hacienda y respaldada por un conjunto de senadores y diputados;Elaboración, dictación, modificación, derogación o rechazo de actos administrativos, proyectos de ley y leyes, y también de las decisiones que tomen los sujetos pasivos
672;1;SUBSECRETARIA DE ENERGÍA;AU002;Sin Información;Presencial;2015-01-30 00:00:00;60;Ministerio de Energía, Alameda 1449, piso 13.;TRATAR TEMA SOBRE LA SITUACION ACTUAL DEL PRECIO DEL CRUDO A NIVEL NACIONAL E INTERNACIONAL Y COMO ELLO  PODRIA O PUDIESE PROVOCAR ALGUNAS MODIFICACIONES EN LOS PROCESOS DE INVERSION DE LA EMPRESA GEOPARK (EMPRESA DE EXPLORACION Y EXPLOTACION DE HIDROCARBUROS) REPRESENTADA LEGALMENTE POR LOS ASISTENTES A ESTA AUDIENCIA, SRES. SALVADOR HARAMBOUR PALMA, DIRECTOR CHILE Y JAMES PARK, CEO DE LA EMPRESA GEOPARK.;Ninguna de las anteriores.
